"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.418388662E0,-2.657999992E1,2.376000023E1,-6.084000015E1,7.051623661E1
3.428388662E0,-2.621999931E1,2.327999878E1,-6.047999954E1,6.990906273E1
3.438388662E0,-2.663999939E1,2.310000038E1,-6.000000000E1,6.959381858E1
3.448388662E0,-2.705999947E1,2.285999870E1,-6.029999924E1,6.993506288E1
3.458388662E0,-2.718000031E1,2.273999977E1,-6.053999710E1,7.014949219E1
3.468388662E0,-2.729999924E1,2.297999954E1,-6.041999817E1,7.017083807E1
3.478388662E0,-2.729999924E1,2.321999931E1,-6.084000015E1,7.061135847E1
3.488387795E0,-2.753999901E1,2.321999931E1,-6.065999985E1,7.054966687E1
3.498387795E0,-2.759999847E1,2.345999908E1,-6.047999954E1,7.049795612E1
3.508387761E0,-2.735999870E1,2.381999969E1,-6.077999878E1,7.078255552E1
3.518387761E0,-2.669999886E1,2.393999863E1,-6.053999710E1,7.036408688E1
3.528387761E0,-2.693999863E1,2.351999855E1,-5.981999969E1,6.969495119E1
3.538387761E0,-2.718000031E1,2.279999924E1,-5.957999802E1,6.934240078E1
3.548387794E0,-2.742000008E1,2.279999924E1,-5.897999954E1,6.892268651E1
3.558387794E0,-2.711999893E1,2.334000015E1,-5.969999695E1,6.960129011E1
3.568387794E0,-2.676000023E1,2.405999947E1,-6.047999954E1,7.037621424E1
3.578387794E0,-2.669999886E1,2.418000031E1,-6.053999710E1,7.044610424E1
3.588388627E0,-2.609999847E1,2.471999931E1,-6.011999893E1,7.004785905E1
3.598388593E0,-2.687999916E1,2.387999916E1,-5.897999954E1,6.907553156E1
3.608388593E0,-2.663999939E1,2.376000023E1,-5.868000031E1,6.868456606E1
3.618388593E0,-2.639999962E1,2.357999992E1,-5.868000031E1,6.852969292E1
3.628388593E0,-2.729999924E1,2.285999870E1,-5.934000015E1,6.920336059E1
3.638388593E0,-2.729999924E1,2.310000038E1,-6.011999893E1,6.995222832E1
3.648388593E0,-2.759999847E1,2.285999870E1,-6.071999741E1,7.050714532E1
3.658388593E0,-2.747999954E1,2.327999878E1,-6.071999741E1,7.059764021E1
3.668388593E0,-2.718000031E1,2.292000008E1,-6.071999741E1,7.036332074E1
3.678388593E0,-2.705999947E1,2.279999924E1,-6.035999680E1,6.996722625E1
3.688387726E0,-2.729999924E1,2.279999924E1,-5.981999969E1,6.959570595E1
3.698387726E0,-2.735999870E1,2.250000000E1,-6.000000000E1,6.967653500E1
3.708387692E0,-2.795999908E1,2.219999886E1,-6.005999756E1,6.986991344E1
3.718387692E0,-2.753999901E1,2.255999947E1,-6.000000000E1,6.976679096E1
3.728387692E0,-2.765999985E1,2.268000031E1,-5.975999832E1,6.964707750E1
3.738387692E0,-2.813999939E1,2.219999886E1,-5.885999680E1,6.891443055E1
3.748387692E0,-2.747999954E1,2.279999924E1,-5.868000031E1,6.869012138E1
3.758387692E0,-2.742000008E1,2.243999863E1,-5.885999680E1,6.870159507E1
3.768387692E0,-2.711999893E1,2.285999870E1,-5.934000015E1,6.913255023E1
3.778387692E0,-2.657999992E1,2.345999908E1,-6.077999878E1,7.036388423E1
3.788388558E0,-2.627999878E1,2.405999947E1,-6.143999863E1,7.102390683E1
3.798388591E0,-2.669999886E1,2.405999947E1,-6.107999802E1,7.086987845E1
3.808388624E0,-2.681999969E1,2.376000023E1,-6.107999802E1,7.081395450E1
3.818388624E0,-2.723999977E1,2.357999992E1,-6.018000031E1,7.014033376E1
3.828388624E0,-2.807999992E1,2.243999863E1,-5.909999847E1,6.917260841E1
3.838388624E0,-2.826000023E1,2.231999969E1,-5.915999985E1,6.925832500E1
3.848388590E0,-2.789999962E1,2.250000000E1,-5.897999954E1,6.901666701E1
3.858388590E0,-2.735999870E1,2.268000031E1,-6.018000031E1,6.988980169E1
3.868388590E0,-2.669999886E1,2.376000023E1,-6.102000046E1,7.071681558E1
3.878388590E0,-2.657999992E1,2.345999908E1,-6.065999985E1,7.026025572E1
3.888387723E0,-2.676000023E1,2.327999878E1,-6.035999680E1,7.000989336E1
3.898387723E0,-2.663999939E1,2.381999969E1,-5.952000046E1,6.942414859E1
3.908387723E0,-2.681999969E1,2.321999931E1,-5.934000015E1,6.913549284E1
3.918387723E0,-2.634000015E1,2.376000023E1,-5.945999908E1,6.923745164E1
3.928387723E0,-2.663999939E1,2.376000023E1,-5.939999771E1,6.930069918E1
3.938387723E0,-2.687999916E1,2.327999878E1,-5.987999725E1,6.964270794E1
3.948387723E0,-2.645999908E1,2.345999908E1,-6.047999954E1,7.005949938E1
3.958387723E0,-2.669999886E1,2.357999992E1,-6.137999725E1,7.096767150E1
3.968387723E0,-2.651999855E1,2.363999939E1,-6.155999756E1,7.107596776E1
3.978387723E0,-2.747999954E1,2.292000008E1,-6.029999924E1,7.011823362E1
3.988388589E0,-2.819999886E1,2.279999924E1,-5.945999908E1,6.964604362E1
3.998388589E0,-2.729999924E1,2.345999908E1,-5.939999771E1,6.945517435E1
4.008388622E0,-2.747999954E1,2.273999977E1,-5.855999756E1,6.856771309E1
4.018388622E0,-2.705999947E1,2.303999901E1,-5.868000031E1,6.860340780E1
4.028388622E0,-2.597999954E1,2.357999992E1,-5.813999939E1,6.790608442E1
4.038388622E0,-2.657999992E1,2.345999908E1,-5.843999863E1,6.835277165E1
4.048388655E0,-2.645999908E1,2.376000023E1,-5.927999878E1,6.912877417E1
4.058388655E0,-2.585999870E1,2.429999924E1,-5.993999863E1,6.965653545E1
4.068388655E0,-2.663999939E1,2.376000023E1,-6.107999802E1,7.074597753E1
4.078388655E0,-2.651999855E1,2.357999992E1,-6.065999985E1,7.027775111E1
4.088387788E0,-2.669999886E1,2.376000023E1,-6.065999985E1,7.040641399E1
4.098387754E0,-2.627999878E1,2.387999916E1,-6.041999817E1,7.008187265E1
4.108387720E0,-2.621999931E1,2.369999886E1,-5.939999771E1,6.911973696E1
4.118387720E0,-2.651999855E1,2.363999939E1,-5.969999695E1,6.947121368E1
4.128387720E0,-2.645999908E1,2.357999992E1,-5.945999908E1,6.922166886E1
4.138387720E0,-2.777999878E1,2.303999901E1,-5.981999969E1,6.986417000E1
4.148387720E0,-2.784000015E1,2.357999992E1,-6.071999741E1,7.083784363E1
4.158387720E0,-2.801999855E1,2.315999985E1,-6.047999954E1,7.056441211E1
4.168387720E0,-2.777999878E1,2.363999939E1,-6.059999847E1,7.073144787E1
4.178387720E0,-2.700000000E1,2.405999947E1,-6.000000000E1,7.005628861E1
4.188388586E0,-2.687999916E1,2.447999954E1,-5.855999756E1,6.892806429E1
4.198388586E0,-2.663999939E1,2.507999992E1,-5.663999939E1,6.742985611E1
4.208388619E0,-2.681999969E1,2.423999977E1,-5.700000000E1,6.749733308E1
4.218388619E0,-2.771999931E1,2.321999931E1,-5.693999863E1,6.745168770E1
4.228388619E0,-2.777999878E1,2.261999893E1,-5.861999893E1,6.870005065E1
4.238388619E0,-2.765999985E1,2.243999863E1,-6.071999741E1,7.039564770E1
4.248388619E0,-2.753999901E1,2.310000038E1,-6.041999817E1,7.030389564E1
4.258388619E0,-2.639999962E1,2.381999969E1,-6.029999924E1,7.000315902E1
4.268388619E0,-2.693999863E1,2.345999908E1,-5.993999863E1,6.977777955E1
4.278388619E0,-2.693999863E1,2.387999916E1,-6.005999756E1,7.002300474E1
4.288387752E0,-2.687999916E1,2.405999947E1,-6.041999817E1,7.037040648E1
4.298387785E0,-2.795999908E1,2.376000023E1,-6.102000046E1,7.120210401E1
4.308387751E0,-2.747999954E1,2.381999969E1,-6.084000015E1,7.088052186E1
4.318387751E0,-2.753999901E1,2.334000015E1,-6.071999741E1,7.064081849E1
4.328387751E0,-2.747999954E1,2.297999954E1,-6.059999847E1,7.039595563E1
4.338387751E0,-2.657999992E1,2.345999908E1,-6.084000015E1,7.041571963E1
4.348387717E0,-2.639999962E1,2.400000000E1,-6.102000046E1,7.068522077E1
4.358387717E0,-2.681999969E1,2.345999908E1,-6.041999817E1,7.014456586E1
4.368387717E0,-2.735999870E1,2.315999985E1,-6.035999680E1,7.020174026E1
4.378387717E0,-2.765999985E1,2.321999931E1,-5.975999832E1,6.982479043E1
4.388388583E0,-2.777999878E1,2.268000031E1,-5.927999878E1,6.928368496E1
4.398388583E0,-2.742000008E1,2.321999931E1,-5.981999969E1,6.978149565E1
4.408388616E0,-2.663999939E1,2.387999916E1,-6.041999817E1,7.021766235E1
4.418388616E0,-2.657999992E1,2.363999939E1,-6.065999985E1,7.032056277E1
4.428388616E0,-2.669999886E1,2.393999863E1,-5.957999802E1,6.953984208E1
4.438388616E0,-2.645999908E1,2.423999977E1,-5.939999771E1,6.939790248E1
4.448388616E0,-2.663999939E1,2.411999893E1,-5.873999786E1,6.886110125E1
4.458388616E0,-2.651999855E1,2.393999863E1,-5.897999954E1,6.895704607E1
4.468388616E0,-2.742000008E1,2.351999855E1,-6.005999756E1,7.008744569E1
4.478388616E0,-2.747999954E1,2.345999908E1,-5.987999725E1,6.993665708E1
4.488387749E0,-2.735999870E1,2.268000031E1,-5.784000015E1,6.788532655E1
4.498387749E0,-2.759999847E1,2.231999969E1,-5.765999985E1,6.770980641E1
4.508387715E0,-2.651999855E1,2.279999924E1,-5.843999863E1,6.810568058E1
4.518387715E0,-2.705999947E1,2.226000023E1,-5.855999756E1,6.824239515E1
4.528387715E0,-2.705999947E1,2.315999985E1,-6.102000046E1,7.065457961E1
4.538387715E0,-2.700000000E1,2.369999886E1,-6.119999695E1,7.096569292E1
4.548387748E0,-2.705999947E1,2.327999878E1,-6.047999954E1,7.022842914E1
4.558387748E0,-2.735999870E1,2.297999954E1,-5.993999863E1,6.978146848E1
4.568387748E0,-2.801999855E1,2.261999893E1,-5.897999954E1,6.910445005E1
4.578387748E0,-2.747999954E1,2.292000008E1,-5.934000015E1,6.929438936E1
4.588388614E0,-2.753999901E1,2.315999985E1,-5.915999985E1,6.924408076E1
4.598388580E0,-2.669999886E1,2.327999878E1,-5.957999802E1,6.931539833E1
4.608388580E0,-2.621999931E1,2.376000023E1,-6.029999924E1,6.991506192E1
4.618388580E0,-2.676000023E1,2.345999908E1,-6.018000031E1,6.991495982E1
4.628388580E0,-2.627999878E1,2.405999947E1,-6.000000000E1,6.978195978E1
4.638388580E0,-2.687999916E1,2.400000000E1,-5.934000015E1,6.942456318E1
4.648388580E0,-2.723999977E1,2.357999992E1,-5.945999908E1,6.952356058E1
4.658388580E0,-2.705999947E1,2.376000023E1,-5.934000015E1,6.941193557E1
4.668388580E0,-2.747999954E1,2.345999908E1,-6.000000000E1,7.003943126E1
4.678388580E0,-2.718000031E1,2.387999916E1,-6.029999924E1,7.032138142E1
4.688387846E0,-2.669999886E1,2.418000031E1,-6.029999924E1,7.023996200E1
4.698387846E0,-2.621999931E1,2.465999985E1,-6.000000000E1,6.996859264E1
4.708387812E0,-2.663999939E1,2.376000023E1,-5.934000015E1,6.924928012E1
4.718387812E0,-2.639999962E1,2.351999855E1,-6.005999756E1,6.969471729E1
4.728387812E0,-2.609999847E1,2.334000015E1,-5.981999969E1,6.931376408E1
4.738387812E0,-2.669999886E1,2.261999893E1,-6.011999893E1,6.956269519E1
4.748387812E0,-2.651999855E1,2.292000008E1,-6.077999878E1,7.016298866E1
4.758387812E0,-2.735999870E1,2.231999969E1,-5.993999863E1,6.956691276E1
4.768387812E0,-2.795999908E1,2.243999863E1,-6.018000031E1,7.004960759E1
4.778387812E0,-2.753999901E1,2.285999870E1,-6.047999954E1,7.027703345E1
4.788388678E0,-2.777999878E1,2.285999870E1,-6.035999680E1,7.026832207E1
4.798388711E0,-2.723999977E1,2.357999992E1,-6.071999741E1,7.060419300E1
4.808388744E0,-2.759999847E1,2.321999931E1,-6.000000000E1,7.000663029E1
4.818388744E0,-2.747999954E1,2.363999939E1,-6.000000000E1,7.009992829E1
4.828388744E0,-2.700000000E1,2.381999969E1,-5.897999954E1,6.910161164E1
4.838388744E0,-2.651999855E1,2.418000031E1,-5.952000046E1,6.950261285E1
4.848388710E0,-2.639999962E1,2.381999969E1,-5.939999771E1,6.922941639E1
4.858388710E0,-2.657999992E1,2.381999969E1,-5.921999741E1,6.914402992E1
4.868388710E0,-2.627999878E1,2.484000015E1,-5.945999908E1,6.959278292E1
4.878388710E0,-2.634000015E1,2.489999962E1,-5.777999878E1,6.820801894E1
4.888387843E0,-2.568000031E1,2.537999916E1,-5.819999695E1,6.848975411E1
4.898387843E0,-2.609999847E1,2.387999916E1,-5.777999878E1,6.774948368E1
4.908387843E0,-2.663999939E1,2.292000008E1,-5.831999969E1,6.808992830E1
4.918387843E0,-2.718000031E1,2.268000031E1,-5.927999878E1,6.904529735E1
4.928387843E0,-2.711999893E1,2.292000008E1,-5.934000015E1,6.915241401E1
4.938387843E0,-2.651999855E1,2.405999947E1,-5.975999832E1,6.966671585E1
4.948387843E0,-2.687999916E1,2.387999916E1,-6.005999756E1,6.999994301E1
4.958387843E0,-2.759999847E1,2.279999924E1,-5.945999908E1,6.940526905E1
4.968387843E0,-2.771999931E1,2.243999863E1,-5.873999786E1,6.871927859E1
4.978387843E0,-2.784000015E1,2.231999969E1,-5.850000000E1,6.852370389E1
4.988388576E0,-2.735999870E1,2.226000023E1,-5.855999756E1,6.836190791E1
4.998388576E0,-2.676000023E1,2.261999893E1,-5.915999985E1,6.875803623E1
5.008388609E0,-2.723999977E1,2.268000031E1,-6.011999893E1,6.979121917E1
5.018388609E0,-2.729999924E1,2.279999924E1,-6.018000031E1,6.990538148E1
5.028388609E0,-2.693999863E1,2.351999855E1,-5.969999695E1,6.959197866E1
5.038388609E0,-2.669999886E1,2.405999947E1,-5.843999863E1,6.860763043E1
5.048388642E0,-2.784000015E1,2.250000000E1,-5.729999924E1,6.756186440E1
5.058388642E0,-2.784000015E1,2.213999939E1,-5.747999954E1,6.759582479E1
5.068388642E0,-2.843999863E1,2.184000015E1,-5.807999802E1,6.825763912E1
5.078388642E0,-2.843999863E1,2.213999939E1,-5.945999908E1,6.953060180E1
5.088387775E0,-2.693999863E1,2.363999939E1,-5.963999939E1,6.958119447E1
5.098387741E0,-2.735999870E1,2.376000023E1,-5.981999969E1,6.993954177E1
5.108387707E0,-2.718000031E1,2.376000023E1,-5.987999725E1,6.992069864E1
5.118387707E0,-2.753999901E1,2.363999939E1,-5.993999863E1,7.007213820E1
5.128387707E0,-2.789999962E1,2.310000038E1,-5.969999695E1,6.982914601E1
5.138387707E0,-2.753999901E1,2.303999901E1,-5.981999969E1,6.976908673E1
5.148387707E0,-2.753999901E1,2.285999870E1,-6.029999924E1,7.012218618E1
5.158387707E0,-2.723999977E1,2.279999924E1,-5.987999725E1,6.962378634E1
5.168387707E0,-2.700000000E1,2.351999855E1,-6.035999680E1,7.018204575E1
5.178387707E0,-2.705999947E1,2.387999916E1,-6.000000000E1,7.001784009E1
5.188388573E0,-2.645999908E1,2.435999870E1,-6.005999756E1,7.000531691E1
5.198388573E0,-2.651999855E1,2.442000008E1,-6.023999786E1,7.020330526E1
5.208388606E0,-2.687999916E1,2.423999977E1,-5.975999832E1,6.986679714E1
5.218388606E0,-2.651999855E1,2.429999924E1,-5.957999802E1,6.959580770E1
5.228388606E0,-2.651999855E1,2.442000008E1,-5.861999893E1,6.881824614E1
5.238388606E0,-2.609999847E1,2.453999901E1,-5.934000015E1,6.931563380E1
5.248388606E0,-2.568000031E1,2.501999855E1,-6.000000000E1,6.989608532E1
5.258388606E0,-2.669999886E1,2.447999954E1,-6.005999756E1,7.013817522E1
5.268388606E0,-2.765999985E1,2.363999939E1,-6.023999786E1,7.037600802E1
5.278388606E0,-2.729999924E1,2.411999893E1,-5.993999863E1,7.014176888E1
5.288387772E0,-2.759999847E1,2.297999954E1,-5.927999878E1,6.931059479E1
5.298387805E0,-2.729999924E1,2.279999924E1,-5.939999771E1,6.923503197E1
5.308387771E0,-2.718000031E1,2.315999985E1,-5.975999832E1,6.961605712E1
5.318387771E0,-2.807999992E1,2.255999947E1,-5.987999725E1,6.987885261E1
5.328387771E0,-2.807999992E1,2.297999954E1,-6.047999954E1,7.052940606E1
5.338387771E0,-2.753999901E1,2.285999870E1,-5.927999878E1,6.924701684E1
5.348387737E0,-2.705999947E1,2.339999962E1,-5.850000000E1,6.857152144E1
5.358387737E0,-2.657999992E1,2.339999962E1,-5.736000061E1,6.741087485E1
5.368387737E0,-2.657999992E1,2.387999916E1,-5.753999710E1,6.773183906E1
5.378387737E0,-2.645999908E1,2.387999916E1,-5.789999771E1,6.799114388E1
5.388388603E0,-2.651999855E1,2.334000015E1,-5.807999802E1,6.798052736E1
5.398388603E0,-2.645999908E1,2.315999985E1,-5.807999802E1,6.789553236E1
5.408388636E0,-2.621999931E1,2.310000038E1,-5.784000015E1,6.757635681E1
5.418388636E0,-2.711999893E1,2.357999992E1,-5.813999939E1,6.835034943E1
5.428388636E0,-2.700000000E1,2.393999863E1,-5.753999710E1,6.791888398E1
5.438388636E0,-2.700000000E1,2.369999886E1,-5.705999756E1,6.742798579E1
5.448388636E0,-2.718000031E1,2.310000038E1,-5.736000061E1,6.754651808E1
5.458388636E0,-2.663999939E1,2.321999931E1,-5.753999710E1,6.752561886E1
5.468388636E0,-2.718000031E1,2.285999870E1,-5.855999756E1,6.848799363E1
5.478388636E0,-2.723999977E1,2.310000038E1,-5.981999969E1,6.967108416E1
5.488387769E0,-2.711999893E1,2.369999886E1,-5.969999695E1,6.972283646E1
5.498387769E0,-2.700000000E1,2.369999886E1,-5.987999725E1,6.983053785E1
5.508387735E0,-2.627999878E1,2.381999969E1,-6.005999756E1,6.975122958E1
5.518387735E0,-2.592000008E1,2.411999893E1,-6.035999680E1,6.997821065E1
5.528387735E0,-2.550000000E1,2.423999977E1,-6.065999985E1,7.012462599E1
5.538387735E0,-2.568000031E1,2.363999939E1,-6.047999954E1,6.982938015E1
5.548387768E0,-2.657999992E1,2.315999985E1,-6.065999985E1,7.016065543E1
5.558387768E0,-2.700000000E1,2.303999901E1,-6.053999710E1,7.017786548E1
5.568387768E0,-2.718000031E1,2.315999985E1,-6.041999817E1,7.018343243E1
5.578387768E0,-2.729999924E1,2.351999855E1,-6.041999817E1,7.034953069E1
5.588388601E0,-2.657999992E1,2.376000023E1,-5.981999969E1,6.963811004E1
5.598388567E0,-2.747999954E1,2.285999870E1,-5.939999771E1,6.932596659E1
5.608388567E0,-2.753999901E1,2.285999870E1,-5.909999847E1,6.909298738E1
5.618388567E0,-2.771999931E1,2.255999947E1,-5.837999725E1,6.845126746E1
5.628388567E0,-2.700000000E1,2.279999924E1,-5.789999771E1,6.783251212E1
5.638388567E0,-2.651999855E1,2.339999962E1,-5.855999756E1,6.841157519E1
5.648388567E0,-2.676000023E1,2.327999878E1,-5.879999924E1,6.866946822E1
5.658388567E0,-2.681999969E1,2.363999939E1,-5.952000046E1,6.943192644E1
5.668388567E0,-2.831999969E1,2.268000031E1,-5.952000046E1,6.970678052E1
5.678388567E0,-2.826000023E1,2.279999924E1,-5.873999786E1,6.905689630E1
5.688387667E0,-2.868000031E1,2.207999992E1,-5.765999985E1,6.807895708E1
5.698387667E0,-2.850000000E1,2.142000008E1,-5.723999786E1,6.743503362E1
5.708387633E0,-2.837999916E1,2.184000015E1,-5.736000061E1,6.762085203E1
5.718387633E0,-2.801999855E1,2.195999908E1,-5.777999878E1,6.786670861E1
5.728387633E0,-2.723999977E1,2.273999977E1,-5.861999893E1,6.852320375E1
5.738387633E0,-2.789999962E1,2.261999893E1,-5.831999969E1,6.849304121E1
5.748387633E0,-2.765999985E1,2.292000008E1,-5.885999680E1,6.895579176E1
5.758387633E0,-2.742000008E1,2.303999901E1,-5.903999710E1,6.905374151E1
5.768387633E0,-2.784000015E1,2.279999924E1,-5.921999741E1,6.929584162E1
5.778387633E0,-2.687999916E1,2.334000015E1,-5.993999863E1,6.971437009E1
5.788388499E0,-2.651999855E1,2.297999954E1,-5.945999908E1,6.904261143E1
5.798388532E0,-2.693999863E1,2.321999931E1,-5.897999954E1,6.887359610E1
5.808388565E0,-2.663999939E1,2.327999878E1,-5.861999893E1,6.846862190E1
5.818388565E0,-2.676000023E1,2.310000038E1,-5.850000000E1,6.835172002E1
5.828388565E0,-2.700000000E1,2.334000015E1,-5.879999924E1,6.878368642E1
5.838388565E0,-2.693999863E1,2.303999901E1,-5.945999908E1,6.922497072E1
5.848388531E0,-2.663999939E1,2.339999962E1,-6.023999786E1,6.990069307E1
5.858388531E0,-2.663999939E1,2.334000015E1,-5.963999939E1,6.936407357E1
5.868388531E0,-2.634000015E1,2.339999962E1,-5.831999969E1,6.813646567E1
5.878388531E0,-2.603999901E1,2.351999855E1,-5.615999985E1,6.622097449E1
5.888387664E0,-2.627999878E1,2.339999962E1,-5.657999802E1,6.662953169E1
5.898387664E0,-2.634000015E1,2.381999969E1,-5.753999710E1,6.761685633E1
5.908387664E0,-2.609999847E1,2.442000008E1,-5.850000000E1,6.855506053E1
5.918387664E0,-2.669999886E1,2.393999863E1,-6.023999786E1,7.010613964E1
5.928387664E0,-2.657999992E1,2.339999962E1,-5.873999786E1,6.858894756E1
5.938387664E0,-2.603999901E1,2.310000038E1,-5.819999695E1,6.781542015E1
5.948387664E0,-2.687999916E1,2.231999969E1,-5.843999863E1,6.808781228E1
5.958387664E0,-2.657999992E1,2.250000000E1,-5.850000000E1,6.808080784E1
5.968387664E0,-2.663999939E1,2.321999931E1,-5.927999878E1,6.901431874E1
5.978387664E0,-2.681999969E1,2.376000023E1,-5.981999969E1,6.973006782E1
5.988388564E0,-2.711999893E1,2.345999908E1,-5.957999802E1,6.953878100E1
5.998388564E0,-2.700000000E1,2.363999939E1,-5.927999878E1,6.929623241E1
6.008388597E0,-2.681999969E1,2.369999886E1,-5.903999710E1,6.904146281E1
6.018388597E0,-2.681999969E1,2.327999878E1,-5.850000000E1,6.843625302E1
6.028388597E0,-2.621999931E1,2.351999855E1,-5.759999847E1,6.751620931E1
6.038388597E0,-2.663999939E1,2.303999901E1,-5.759999847E1,6.751511643E1
6.048388630E0,-2.693999863E1,2.285999870E1,-5.813999939E1,6.803383420E1
6.058388630E0,-2.723999977E1,2.255999947E1,-5.837999725E1,6.825829798E1
6.068388630E0,-2.747999954E1,2.273999977E1,-5.993999863E1,6.974999211E1
6.078388630E0,-2.742000008E1,2.250000000E1,-5.963999939E1,6.939045995E1
6.088387763E0,-2.705999947E1,2.279999924E1,-5.969999695E1,6.939865396E1
6.098387729E0,-2.663999939E1,2.351999855E1,-5.993999863E1,6.968273340E1
6.108387695E0,-2.663999939E1,2.376000023E1,-5.963999939E1,6.950652276E1
6.118387695E0,-2.627999878E1,2.411999893E1,-6.000000000E1,6.980266961E1
6.128387695E0,-2.639999962E1,2.387999916E1,-5.987999725E1,6.966224523E1
6.138387695E0,-2.634000015E1,2.376000023E1,-5.981999969E1,6.954685890E1
6.148387695E0,-2.609999847E1,2.405999947E1,-6.000000000E1,6.971437079E1
6.158387695E0,-2.603999901E1,2.411999893E1,-5.987999725E1,6.960941005E1
6.168387695E0,-2.651999855E1,2.369999886E1,-5.909999847E1,6.897688083E1
6.178387695E0,-2.651999855E1,2.363999939E1,-5.915999985E1,6.900772041E1
6.188388561E0,-2.669999886E1,2.310000038E1,-5.897999954E1,6.873965597E1
6.198388561E0,-2.676000023E1,2.369999886E1,-5.873999786E1,6.876172560E1
6.208388594E0,-2.645999908E1,2.405999947E1,-5.945999908E1,6.938664581E1
6.218388594E0,-2.687999916E1,2.387999916E1,-5.934000015E1,6.938317039E1
6.228388594E0,-2.693999863E1,2.400000000E1,-5.969999695E1,6.975566760E1
6.238388594E0,-2.753999901E1,2.345999908E1,-5.945999908E1,6.960111058E1
6.248388594E0,-2.742000008E1,2.351999855E1,-5.934000015E1,6.947144992E1
6.258388594E0,-2.687999916E1,2.387999916E1,-5.921999741E1,6.928056587E1
6.268388594E0,-2.676000023E1,2.418000031E1,-5.903999710E1,6.918447286E1
6.278388594E0,-2.687999916E1,2.411999893E1,-5.915999985E1,6.931243961E1
6.288387760E0,-2.705999947E1,2.400000000E1,-5.909999847E1,6.928963408E1
6.298387793E0,-2.729999924E1,2.376000023E1,-5.915999985E1,6.935223970E1
6.308387759E0,-2.723999977E1,2.363999939E1,-5.963999939E1,6.969789585E1
6.318387759E0,-2.676000023E1,2.381999969E1,-5.939999771E1,6.936749762E1
6.328387759E0,-2.742000008E1,2.268000031E1,-5.819999695E1,6.821640904E1
6.338387759E0,-2.777999878E1,2.231999969E1,-5.825999832E1,6.829449555E1
6.348387725E0,-2.759999847E1,2.195999908E1,-5.802000046E1,6.789935146E1
6.358387725E0,-2.771999931E1,2.165999985E1,-5.861999893E1,6.836562170E1
6.368387725E0,-2.700000000E1,2.237999916E1,-5.987999725E1,6.939364837E1
6.378387725E0,-2.651999855E1,2.303999901E1,-5.975999832E1,6.932105940E1
6.388388591E0,-2.669999886E1,2.321999931E1,-5.952000046E1,6.924369113E1
