"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.914156530E1,-1.913999939E1,-1.050000000E1,-4.277999878E1
3.924156530E1,-1.650000000E1,-9.840000153E0,-4.145999908E1
3.934156530E1,-1.511999989E1,-1.013999939E1,-4.170000076E1
3.944156531E1,-1.259999943E1,-1.067999935E1,-3.839999771E1
3.954156531E1,-1.235999966E1,-9.840000153E0,-3.965999985E1
3.964156530E1,-1.175999928E1,-1.103999996E1,-3.893999863E1
3.974156530E1,-1.247999954E1,-1.421999931E1,-3.647999954E1
3.984156530E1,-1.097999954E1,-1.284000015E1,-3.905999756E1
3.994156531E1,-1.134000015E1,-1.421999931E1,-3.468000031E1
4.004156531E1,-1.307999992E1,-1.650000000E1,-3.197999954E1
4.014156530E1,-1.500000000E1,-1.734000015E1,-3.084000015E1
4.024156530E1,-1.469999981E1,-1.902000046E1,-2.795999908E1
4.034156530E1,-9.119999886E0,-1.517999935E1,-3.791999817E1
4.044156531E1,-9.420000076E0,-1.721999931E1,-3.534000015E1
4.054156531E1,-1.463999939E1,-2.435999870E1,-2.387999916E1
4.064156530E1,-9.179999352E0,-1.685999870E1,-3.984000015E1
4.074156530E1,-1.181999969E1,-1.895999908E1,-3.923999786E1
4.084156530E1,-1.181999969E1,-1.895999908E1,-4.025999832E1
4.094156531E1,-1.134000015E1,-2.076000023E1,-3.863999939E1
4.104156531E1,-9.840000153E0,-1.961999893E1,-3.900000000E1
4.114156530E1,-9.420000076E0,-1.769999886E1,-4.170000076E1
4.124156530E1,-8.699999809E0,-1.871999931E1,-3.779999924E1
4.134156530E1,-7.799999714E0,-1.871999931E1,-4.109999847E1
4.144156531E1,-9.000000000E0,-2.027999878E1,-3.839999771E1
4.154156531E1,-9.599999428E0,-1.907999992E1,-4.104000092E1
4.164156530E1,-9.659999847E0,-1.884000015E1,-3.984000015E1
4.174156530E1,-1.019999981E1,-1.847999954E1,-4.013999939E1
4.184156530E1,-1.001999950E1,-1.889999962E1,-4.068000031E1
4.194156531E1,-1.019999981E1,-1.889999962E1,-3.995999908E1
4.204156531E1,-1.013999939E1,-1.847999954E1,-4.175999832E1
4.214156530E1,-8.279999733E0,-1.565999985E1,-4.391999817E1
4.224156530E1,-8.340000153E0,-1.596000004E1,-4.361999893E1
4.234156530E1,-7.139999866E0,-1.673999977E1,-4.409999847E1
4.244156531E1,-7.739999771E0,-1.668000031E1,-3.965999985E1
4.254156531E1,-1.103999996E1,-1.913999939E1,-3.384000015E1
4.264156530E1,-1.217999935E1,-1.835999870E1,-3.155999947E1
4.274156530E1,-1.350000000E1,-2.123999977E1,-3.047999954E1
4.284156530E1,-1.385999966E1,-2.297999954E1,-2.813999939E1
4.294156531E1,-1.350000000E1,-2.460000038E1,-2.363999939E1
4.304156531E1,-1.139999962E1,-2.027999878E1,-3.204000092E1
4.314156530E1,-1.067999935E1,-1.734000015E1,-3.234000015E1
4.324156530E1,-9.779999733E0,-1.818000031E1,-3.857999802E1
4.334156530E1,-8.819999695E0,-1.902000046E1,-3.923999786E1
4.344156531E1,-8.579999924E0,-1.907999992E1,-3.852000046E1
4.354156531E1,-9.300000191E0,-1.757999992E1,-4.152000046E1
4.364156530E1,-9.659999847E0,-1.692000008E1,-4.265999985E1
4.374156530E1,-8.760000229E0,-1.727999878E1,-4.002000046E1
4.384156530E1,-1.050000000E1,-1.739999962E1,-4.223999786E1
4.394156531E1,-8.760000229E0,-1.800000000E1,-3.954000092E1
4.404156531E1,-8.819999695E0,-1.805999947E1,-4.175999832E1
4.414156530E1,-9.239999771E0,-1.950000000E1,-3.341999817E1
4.424156530E1,-7.319999695E0,-1.679999924E1,-4.205999756E1
4.434156530E1,-6.839999676E0,-1.926000023E1,-4.097999954E1
4.444156531E1,-8.399999619E0,-2.063999939E1,-3.834000015E1
4.454156531E1,-7.619999886E0,-1.865999985E1,-4.175999832E1
4.464156530E1,-6.779999733E0,-1.752000046E1,-4.086000061E1
4.474156530E1,-7.980000019E0,-1.800000000E1,-4.050000000E1
4.484156530E1,-8.220000267E0,-1.835999870E1,-4.211999893E1
4.494156531E1,-9.000000000E0,-1.979999924E1,-3.941999817E1
4.504156531E1,-8.880000114E0,-1.787999916E1,-3.984000015E1
4.514156530E1,-7.980000019E0,-1.613999939E1,-4.134000015E1
4.524156530E1,-7.919999599E0,-1.787999916E1,-4.193999863E1
4.534156530E1,-9.239999771E0,-1.950000000E1,-4.068000031E1
4.544156531E1,-9.539999962E0,-1.973999977E1,-3.941999817E1
4.554156531E1,-1.157999992E1,-1.961999893E1,-3.834000015E1
4.564156530E1,-1.067999935E1,-1.596000004E1,-4.086000061E1
4.574156530E1,-1.121999931E1,-1.685999870E1,-3.977999878E1
4.584156530E1,-1.061999989E1,-1.745999908E1,-4.127999878E1
4.594156531E1,-1.055999947E1,-1.794000053E1,-3.989999771E1
4.604156531E1,-1.073999977E1,-1.752000046E1,-4.091999817E1
4.614156530E1,-8.279999733E0,-1.500000000E1,-4.097999954E1
4.624156530E1,-8.880000114E0,-1.655999947E1,-4.020000076E1
4.634156530E1,-7.739999771E0,-1.631999969E1,-4.236000061E1
4.644156531E1,-9.239999771E0,-2.015999985E1,-3.239999771E1
4.654156531E1,-8.220000267E0,-1.673999977E1,-4.068000031E1
4.664156530E1,-7.559999943E0,-1.517999935E1,-4.020000076E1
4.674156530E1,-1.001999950E1,-1.613999939E1,-4.025999832E1
4.684156530E1,-8.340000153E0,-1.583999920E1,-4.218000031E1
4.694156531E1,-9.960000038E0,-1.752000046E1,-3.936000061E1
4.704156531E1,-8.880000114E0,-1.626000023E1,-4.086000061E1
4.714156530E1,-8.519999504E0,-1.355999947E1,-4.302000046E1
4.724156530E1,-8.279999733E0,-1.469999981E1,-4.211999893E1
4.734156530E1,-7.559999943E0,-1.547999954E1,-4.181999969E1
4.744156531E1,-6.839999676E0,-1.529999924E1,-4.139999771E1
4.754156531E1,-7.259999752E0,-1.361999989E1,-4.157999802E1
4.764156530E1,-9.179999352E0,-1.331999969E1,-4.145999908E1
4.774156530E1,-9.479999542E0,-1.301999950E1,-4.200000000E1
4.784156530E1,-9.059999466E0,-1.427999973E1,-3.984000015E1
4.794156531E1,-9.899999619E0,-1.547999954E1,-3.923999786E1
4.804156531E1,-1.013999939E1,-1.529999924E1,-3.941999817E1
4.814156530E1,-9.479999542E0,-1.409999943E1,-4.002000046E1
4.824156530E1,-9.899999619E0,-1.613999939E1,-3.671999741E1
4.834156530E1,-1.013999939E1,-1.679999924E1,-3.288000107E1
4.844156531E1,-9.059999466E0,-1.842000008E1,-2.868000031E1
4.854156531E1,-9.359999657E0,-1.685999870E1,-3.107999992E1
4.864156530E1,-9.840000153E0,-1.637999916E1,-3.065999985E1
4.874156530E1,-9.659999847E0,-1.602000046E1,-2.897999954E1
4.884156530E1,-8.579999924E0,-1.710000038E1,-2.723999977E1
4.894156531E1,-1.050000000E1,-1.955999947E1,-2.057999992E1
4.904156531E1,-1.073999977E1,-1.781999969E1,-2.376000023E1
4.914156530E1,-8.220000267E0,-1.350000000E1,-3.263999939E1
4.924156530E1,-7.559999943E0,-1.361999989E1,-3.684000015E1
4.934156530E1,-6.480000019E0,-1.379999924E1,-3.647999954E1
4.944156531E1,-6.420000076E0,-1.752000046E1,-2.579999924E1
4.954156531E1,-8.819999695E0,-2.027999878E1,-2.423999977E1
4.964156530E1,-6.719999790E0,-1.637999916E1,-2.831999969E1
4.974156530E1,-6.659999847E0,-1.583999920E1,-3.473999786E1
4.984156530E1,-5.819999695E0,-1.373999977E1,-3.977999878E1
4.994156531E1,-6.539999962E0,-1.392000008E1,-3.971999741E1
5.004156531E1,-6.480000019E0,-1.571999931E1,-3.965999985E1
5.014156530E1,-4.980000019E0,-1.415999985E1,-3.959999847E1
5.024156530E1,-4.980000019E0,-1.457999992E1,-4.025999832E1
5.034156530E1,-4.500000000E0,-1.392000008E1,-4.020000076E1
5.044156531E1,-3.599999905E0,-1.475999928E1,-4.020000076E1
5.054156531E1,-2.759999990E0,-1.338000011E1,-3.989999771E1
5.064156530E1,-4.500000000E0,-1.343999958E1,-4.073999786E1
5.074156530E1,-3.959999800E0,-1.230000019E1,-4.073999786E1
5.084156530E1,-5.579999924E0,-1.284000015E1,-4.152000046E1
5.094156531E1,-5.099999905E0,-1.379999924E1,-4.073999786E1
5.104156531E1,-5.879999638E0,-1.313999939E1,-4.025999832E1
5.114156530E1,-4.859999657E0,-1.319999981E1,-4.121999741E1
5.124156530E1,-3.299999952E0,-1.307999992E1,-4.086000061E1
5.134156530E1,-3.779999971E0,-1.403999996E1,-4.104000092E1
5.144156531E1,-5.219999790E0,-1.571999931E1,-3.827999878E1
5.154156531E1,-5.879999638E0,-1.794000053E1,-3.257999802E1
5.164156530E1,-5.879999638E0,-1.421999931E1,-3.827999878E1
5.174156530E1,-3.659999847E0,-1.211999989E1,-4.091999817E1
5.184156530E1,-4.079999924E0,-1.284000015E1,-4.109999847E1
5.194156531E1,-5.460000038E0,-1.434000015E1,-4.104000092E1
5.204156531E1,-5.339999676E0,-1.577999973E1,-3.857999802E1
5.214156530E1,-4.319999695E0,-1.517999935E1,-4.104000092E1
5.224156530E1,-3.059999943E0,-1.451999950E1,-4.037999725E1
5.234156530E1,-2.759999990E0,-1.517999935E1,-4.097999954E1
5.244156531E1,-4.079999924E0,-1.673999977E1,-3.881999969E1
5.254156531E1,-5.940000057E0,-2.184000015E1,-2.993999863E1
5.264156530E1,-3.839999914E0,-1.661999893E1,-3.905999756E1
5.274156530E1,-3.419999838E0,-1.661999893E1,-3.989999771E1
5.284156530E1,-3.959999800E0,-1.661999893E1,-3.965999985E1
5.294156531E1,-6.239999771E0,-1.835999870E1,-3.881999969E1
5.304156531E1,-8.399999619E0,-1.884000015E1,-3.887999725E1
5.314156530E1,-8.579999924E0,-1.823999977E1,-3.821999741E1
5.324156530E1,-8.460000038E0,-1.679999924E1,-4.068000031E1
5.334156530E1,-8.220000267E0,-1.811999893E1,-4.013999939E1
5.344156531E1,-8.220000267E0,-1.697999954E1,-4.037999725E1
5.354156531E1,-9.059999466E0,-1.853999901E1,-3.936000061E1
5.364156530E1,-1.097999954E1,-1.787999916E1,-3.834000015E1
5.374156530E1,-1.007999992E1,-1.517999935E1,-4.079999924E1
5.384156530E1,-1.055999947E1,-1.529999924E1,-3.977999878E1
5.394156531E1,-1.092000008E1,-1.673999977E1,-3.936000061E1
5.404156531E1,-1.092000008E1,-1.763999939E1,-3.984000015E1
5.414156530E1,-1.038000011E1,-1.715999985E1,-3.900000000E1
5.424156530E1,-7.559999943E0,-1.439999962E1,-4.097999954E1
5.434156530E1,-7.199999809E0,-1.488000011E1,-4.145999908E1
5.444156531E1,-6.839999676E0,-1.602000046E1,-4.145999908E1
5.454156531E1,-6.119999886E0,-1.757999992E1,-4.050000000E1
5.464156530E1,-7.379999638E0,-1.727999878E1,-4.020000076E1
5.474156530E1,-8.639999390E0,-1.734000015E1,-3.479999924E1
5.484156530E1,-7.799999714E0,-1.493999958E1,-4.187999725E1
5.494156531E1,-7.019999981E0,-1.571999931E1,-4.325999832E1
5.504156531E1,-7.739999771E0,-1.805999947E1,-3.804000092E1
5.514156530E1,-7.019999981E0,-1.739999962E1,-4.073999786E1
5.524156530E1,-5.339999676E0,-1.493999958E1,-4.247999954E1
5.534156530E1,-6.059999943E0,-1.583999920E1,-4.241999817E1
5.544156531E1,-5.879999638E0,-1.596000004E1,-4.277999878E1
5.554156531E1,-6.539999962E0,-1.847999954E1,-3.600000000E1
5.564156530E1,-6.480000019E0,-2.076000023E1,-3.084000015E1
5.574156530E1,-6.599999905E0,-1.673999977E1,-3.947999954E1
5.584156530E1,-6.059999943E0,-1.475999928E1,-4.205999756E1
5.594156531E1,-7.079999924E0,-1.535999966E1,-4.236000061E1
5.604156531E1,-5.460000038E0,-1.596000004E1,-4.091999817E1
5.614156530E1,-5.099999905E0,-1.650000000E1,-4.229999924E1
5.624156530E1,-5.519999981E0,-1.577999973E1,-4.254000092E1
5.634156530E1,-3.839999914E0,-1.553999996E1,-4.427999878E1
5.644156531E1,-3.539999962E0,-1.673999977E1,-3.977999878E1
5.654156531E1,-2.460000038E0,-1.734000015E1,-4.241999817E1
5.664156530E1,-4.619999886E0,-1.907999992E1,-3.150000000E1
5.674156530E1,-5.879999638E0,-1.583999920E1,-4.086000061E1
5.684156530E1,-4.440000057E0,-1.271999931E1,-4.350000000E1
5.694156531E1,-5.639999866E0,-1.367999935E1,-4.391999817E1
5.704156531E1,-5.460000038E0,-1.517999935E1,-4.361999893E1
5.714156530E1,-5.279999733E0,-1.505999947E1,-4.313999939E1
5.724156530E1,-3.539999962E0,-1.427999973E1,-4.404000092E1
5.734156530E1,-2.939999819E0,-1.409999943E1,-4.313999939E1
5.744156531E1,-2.399999857E0,-1.367999935E1,-4.445999908E1
5.754156531E1,-2.759999990E0,-1.619999886E1,-4.254000092E1
5.764156530E1,-1.500000000E0,-1.571999931E1,-4.284000015E1
5.774156530E1,-1.559999943E0,-1.565999985E1,-4.350000000E1
5.784156530E1,-1.860000014E0,-1.451999950E1,-4.350000000E1
5.794156531E1,-2.639999866E0,-1.488000011E1,-4.379999924E1
5.804156531E1,-3.240000010E0,-1.710000038E1,-4.193999863E1
5.814156530E1,-3.720000029E0,-1.668000031E1,-4.271999741E1
5.824156530E1,-4.139999866E0,-1.769999886E1,-4.055999756E1
5.834156530E1,-4.440000057E0,-1.769999886E1,-4.343999863E1
5.844156531E1,-3.720000029E0,-1.853999901E1,-4.373999786E1
5.854156531E1,-4.199999809E0,-1.955999947E1,-4.181999969E1
5.864156530E1,-3.839999914E0,-1.805999947E1,-4.145999908E1
5.874156530E1,-4.920000076E0,-1.661999893E1,-4.302000046E1
5.884156530E1,-5.579999924E0,-1.421999931E1,-4.373999786E1
5.894156531E1,-7.500000000E0,-1.553999996E1,-4.452000046E1
5.904156531E1,-7.679999828E0,-1.679999924E1,-4.265999985E1
5.914156530E1,-6.960000038E0,-1.619999886E1,-4.104000092E1
5.924156530E1,-7.440000057E0,-1.644000053E1,-4.050000000E1
5.934156530E1,-5.460000038E0,-1.451999950E1,-4.295999908E1
5.944156531E1,-5.279999733E0,-1.655999947E1,-4.368000031E1
5.954156531E1,-4.319999695E0,-1.835999870E1,-4.079999924E1
5.964156530E1,-3.720000029E0,-1.884000015E1,-3.965999985E1
5.974156530E1,-5.759999752E0,-1.943999863E1,-3.947999954E1
5.984156530E1,-4.619999886E0,-1.685999870E1,-4.193999863E1
5.994156531E1,-7.079999924E0,-1.703999901E1,-4.145999908E1
6.004156531E1,-7.500000000E0,-1.811999893E1,-4.079999924E1
6.014156530E1,-9.659999847E0,-1.997999954E1,-3.588000107E1
6.024156530E1,-1.103999996E1,-1.943999863E1,-3.750000000E1
6.034156530E1,-8.579999924E0,-1.823999977E1,-3.959999847E1
6.044156531E1,-9.599999428E0,-1.787999916E1,-3.954000092E1
6.054156531E1,-1.115999985E1,-2.093999863E1,-3.791999817E1
6.064156530E1,-1.242000008E1,-1.955999947E1,-3.755999756E1
6.074156530E1,-1.488000011E1,-1.931999969E1,-3.611999893E1
6.084156530E1,-1.296000004E1,-1.577999973E1,-4.025999832E1
6.094156531E1,-1.583999920E1,-1.697999954E1,-3.618000031E1
6.104156531E1,-1.626000023E1,-1.871999931E1,-3.552000046E1
6.114156530E1,-1.355999947E1,-1.650000000E1,-3.755999756E1
6.124156530E1,-1.319999981E1,-1.379999924E1,-4.043999863E1
6.134156530E1,-1.350000000E1,-1.367999935E1,-4.061999893E1
6.144156531E1,-1.289999962E1,-1.277999973E1,-4.091999817E1
6.154156531E1,-1.146000004E1,-1.242000008E1,-4.175999832E1
6.164156530E1,-1.026000023E1,-1.301999950E1,-3.905999756E1
6.174156530E1,-1.223999977E1,-1.542000008E1,-3.329999924E1
6.184156530E1,-9.599999428E0,-8.699999809E0,-4.247999954E1
6.194156531E1,-1.007999992E1,-8.519999504E0,-4.211999893E1
6.204156531E1,-8.819999695E0,-8.819999695E0,-4.200000000E1
6.214156531E1,-9.000000000E0,-1.097999954E1,-3.750000000E1
6.224156530E1,-7.679999828E0,-8.579999924E0,-4.175999832E1
6.234156530E1,-5.219999790E0,-6.719999790E0,-4.355999756E1
6.244156531E1,-4.079999924E0,-7.799999714E0,-4.361999893E1
6.254156531E1,-2.339999914E0,-9.539999962E0,-4.355999756E1
6.264156531E1,-5.999999866E-2,-1.121999931E1,-3.965999985E1
6.274156530E1,-1.199999928E0,-1.200000000E1,-3.954000092E1
6.284156530E1,5.999999642E-1,-8.519999504E0,-4.386000061E1
6.294156531E1,4.199999869E-1,-9.599999428E0,-4.337999725E1
6.304156531E1,7.199999690E-1,-1.073999977E1,-4.529999924E1
6.314156531E1,1.379999995E0,-1.284000015E1,-4.247999954E1
6.324156530E1,5.999999642E-1,-1.175999928E1,-4.470000076E1
6.334156530E1,1.379999995E0,-1.385999966E1,-4.229999924E1
6.344156531E1,3.839999914E0,-1.259999943E1,-4.487999725E1
6.354156531E1,2.939999819E0,-1.457999992E1,-4.457999802E1
6.364156531E1,4.859999657E0,-1.547999954E1,-4.350000000E1
6.374156530E1,2.039999962E0,-1.811999893E1,-4.139999771E1
6.384156530E1,2.579999924E0,-1.488000011E1,-4.643999863E1
6.394156531E1,2.399999946E-1,-1.734000015E1,-4.368000031E1
6.404156530E1,-1.439999938E0,-1.823999977E1,-4.368000031E1
6.414156530E1,-1.439999938E0,-2.010000038E1,-4.457999802E1
6.424156531E1,-6.599999666E-1,-1.787999916E1,-4.373999786E1
6.434156530E1,-7.799999714E-1,-1.805999947E1,-4.415999985E1
6.444156530E1,3.599999845E-1,-1.734000015E1,-4.518000031E1
6.454156530E1,-4.799999893E-1,-1.842000008E1,-4.373999786E1
6.464156530E1,-1.559999943E0,-1.902000046E1,-4.295999908E1
6.474156531E1,-2.519999981E0,-1.829999924E1,-4.163999939E1
6.484156530E1,-2.819999933E0,-1.523999977E1,-4.511999893E1
6.494156530E1,-3.179999828E0,-1.439999962E1,-4.536000061E1
6.504156530E1,-5.039999962E0,-1.535999966E1,-4.241999817E1
6.514156530E1,-6.299999714E0,-1.800000000E1,-3.923999786E1
6.524156531E1,-6.659999847E0,-1.613999939E1,-4.043999863E1
6.534156530E1,-5.099999905E0,-1.397999954E1,-4.331999969E1
6.544156530E1,-3.599999905E0,-1.319999981E1,-4.475999832E1
6.554156530E1,-1.919999957E0,-1.385999966E1,-4.452000046E1
6.564156530E1,-1.019999981E0,-1.338000011E1,-4.373999786E1
6.574156531E1,-2.700000048E0,-1.451999950E1,-4.325999832E1
6.584156530E1,-2.339999914E0,-1.247999954E1,-4.529999924E1
6.594156530E1,-3.359999895E0,-1.607999992E1,-3.491999817E1
6.604156530E1,-1.242000008E1,-2.561999893E1,-1.985999870E1
6.614156530E1,-8.939999580E0,-2.292000008E1,-2.543999863E1
6.624156531E1,-7.500000000E0,-1.979999924E1,-3.185999870E1
6.634156530E1,-8.639999390E0,-2.087999916E1,-2.705999947E1
6.644156530E1,-1.596000004E1,-2.892000008E1,-1.007999992E1
6.654156530E1,-1.607999992E1,-3.000000000E1,-1.097999954E1
6.664156530E1,-3.599999905E0,-1.721999931E1,-3.834000015E1
6.674156531E1,-5.819999695E0,-2.027999878E1,-3.221999741E1
6.684156530E1,-3.720000029E0,-1.619999886E1,-3.984000015E1
6.694156530E1,-5.759999752E0,-1.871999931E1,-3.450000000E1
6.704156530E1,-1.253999996E1,-2.435999870E1,-2.705999947E1
6.714156530E1,-9.239999771E0,-2.381999969E1,-3.371999741E1
6.724156531E1,-8.639999390E0,-2.363999939E1,-3.618000031E1
6.734156530E1,-8.699999809E0,-2.363999939E1,-3.534000015E1
6.744156530E1,-6.000000000E0,-1.943999863E1,-3.918000031E1
6.754156530E1,-8.819999695E0,-2.207999992E1,-3.431999969E1
6.764156530E1,-7.739999771E0,-2.147999954E1,-4.025999832E1
6.774156531E1,-8.519999504E0,-2.315999985E1,-3.720000076E1
6.784156530E1,-8.399999619E0,-2.202000046E1,-3.852000046E1
6.794156530E1,-7.799999714E0,-2.123999977E1,-3.900000000E1
6.804156530E1,-8.639999390E0,-2.202000046E1,-3.905999756E1
6.814156530E1,-1.109999943E1,-2.303999901E1,-3.755999756E1
6.824156531E1,-8.099999428E0,-1.979999924E1,-4.055999756E1
6.834156530E1,-9.059999466E0,-1.943999863E1,-4.061999893E1
6.844156530E1,-7.980000019E0,-1.860000038E1,-4.115999985E1
6.854156530E1,-7.859999657E0,-1.943999863E1,-3.989999771E1
6.864156530E1,-9.059999466E0,-2.243999863E1,-3.768000031E1
6.874156531E1,-8.039999962E0,-2.195999908E1,-3.839999771E1
6.884156530E1,-8.880000114E0,-2.123999977E1,-3.863999939E1
6.894156530E1,-8.279999733E0,-1.842000008E1,-3.863999939E1
6.904156530E1,-8.639999390E0,-1.763999939E1,-3.977999878E1
6.914156530E1,-9.840000153E0,-1.919999886E1,-3.923999786E1
6.924156531E1,-1.181999969E1,-2.076000023E1,-3.755999756E1
6.934156530E1,-1.031999969E1,-1.926000023E1,-3.929999924E1
6.944156530E1,-9.359999657E0,-1.800000000E1,-4.025999832E1
6.954156530E1,-8.340000153E0,-1.787999916E1,-4.050000000E1
6.964156530E1,-9.960000038E0,-2.069999886E1,-3.773999786E1
6.974156531E1,-8.819999695E0,-1.979999924E1,-3.834000015E1
6.984156530E1,-9.719999313E0,-1.943999863E1,-3.821999741E1
6.994156530E1,-1.013999939E1,-1.734000015E1,-4.025999832E1
7.004156530E1,-1.181999969E1,-1.823999977E1,-3.941999817E1
7.014156530E1,-1.092000008E1,-1.668000031E1,-3.971999741E1
7.024156531E1,-1.092000008E1,-1.685999870E1,-4.079999924E1
7.034156530E1,-1.139999962E1,-1.727999878E1,-3.984000015E1
7.044156530E1,-8.880000114E0,-1.535999966E1,-4.097999954E1
7.054156530E1,-8.760000229E0,-1.589999962E1,-4.043999863E1
7.064156530E1,-1.127999973E1,-1.919999886E1,-3.461999893E1
7.074156531E1,-9.179999352E0,-1.907999992E1,-3.695999908E1
7.084156530E1,-1.031999969E1,-1.800000000E1,-3.702000046E1
7.094156530E1,-9.359999657E0,-1.637999916E1,-4.013999939E1
7.104156530E1,-1.001999950E1,-1.703999901E1,-3.918000031E1
7.114156530E1,-9.840000153E0,-1.668000031E1,-3.954000092E1
7.124156531E1,-1.230000019E1,-1.794000053E1,-3.786000061E1
7.134156530E1,-1.373999977E1,-1.926000023E1,-3.618000031E1
7.144156530E1,-1.188000011E1,-1.451999950E1,-4.050000000E1
7.154156530E1,-1.350000000E1,-1.655999947E1,-3.827999878E1
7.164156530E1,-1.607999992E1,-1.919999886E1,-3.629999924E1
7.174156531E1,-1.355999947E1,-1.787999916E1,-3.713999939E1
7.184156530E1,-1.385999966E1,-1.613999939E1,-3.545999908E1
7.194156530E1,-1.392000008E1,-1.355999947E1,-3.779999924E1
7.204156530E1,-1.397999954E1,-1.073999977E1,-3.971999741E1
7.214156530E1,-1.451999950E1,-1.067999935E1,-3.918000031E1
7.224156531E1,-1.542000008E1,-1.146000004E1,-3.954000092E1
7.234156530E1,-1.331999969E1,-9.960000038E0,-4.013999939E1
7.244156530E1,-1.175999928E1,-8.159999847E0,-4.013999939E1
7.254156530E1,-7.500000000E0,-6.179999828E0,-4.127999878E1
7.264156530E1,-7.259999752E0,-7.199999809E0,-4.181999969E1
7.274156531E1,-4.859999657E0,-9.420000076E0,-4.109999847E1
7.284156530E1,-3.000000000E0,-8.460000038E0,-4.241999817E1
7.294156530E1,-3.059999943E0,-8.039999962E0,-4.284000015E1
7.304156530E1,-1.679999948E0,-7.379999638E0,-4.175999832E1
7.314156530E1,4.199999869E-1,-8.579999924E0,-4.541999817E1
7.324156531E1,1.679999948E0,-1.038000011E1,-4.409999847E1
7.334156530E1,1.860000014E0,-1.181999969E1,-4.175999832E1
7.344156531E1,5.099999905E0,-1.019999981E1,-4.559999847E1
7.354156530E1,5.759999752E0,-1.013999939E1,-4.547999954E1
7.364156530E1,5.519999981E0,-1.146000004E1,-4.481999969E1
7.374156531E1,6.179999828E0,-1.350000000E1,-4.559999847E1
7.384156530E1,8.519999504E0,-1.451999950E1,-4.445999908E1
7.394156531E1,5.639999866E0,-1.619999886E1,-4.452000046E1
7.404156530E1,4.199999869E-1,-2.153999901E1,-3.773999786E1
7.414156530E1,4.440000057E0,-1.805999947E1,-4.500000000E1
7.424156531E1,3.720000029E0,-1.847999954E1,-4.523999786E1
7.434156530E1,1.740000010E0,-1.926000023E1,-4.409999847E1
7.444156531E1,-1.799999923E-1,-1.889999962E1,-4.541999817E1
7.454156530E1,4.799999893E-1,-1.800000000E1,-4.559999847E1
7.464156530E1,-3.599999845E-1,-1.955999947E1,-4.439999771E1
7.474156531E1,-1.439999938E0,-2.135999870E1,-4.271999741E1
7.484156530E1,-3.599999845E-1,-2.039999962E1,-4.271999741E1
7.494156531E1,-2.759999990E0,-1.884000015E1,-4.325999832E1
7.504156530E1,-2.879999876E0,-1.673999977E1,-4.368000031E1
7.514156530E1,-5.579999924E0,-1.895999908E1,-3.959999847E1
7.524156531E1,-3.720000029E0,-1.734000015E1,-4.493999863E1
7.534156530E1,-3.779999971E0,-1.734000015E1,-4.265999985E1
7.544156531E1,-3.119999886E0,-1.602000046E1,-4.325999832E1
7.554156530E1,-3.720000029E0,-1.529999924E1,-4.602000046E1
7.564156530E1,-2.099999905E0,-1.673999977E1,-4.439999771E1
7.574156531E1,-1.439999938E0,-1.955999947E1,-4.073999786E1
7.584156530E1,1.319999933E0,-1.745999908E1,-4.481999969E1
7.594156531E1,-8.999999762E-1,-1.829999924E1,-4.134000015E1
7.604156530E1,-2.399999946E-1,-1.650000000E1,-4.373999786E1
